Codigo,Codigo_Fabricante,Descripcion,Rubro,Marca,Stock,Precio_Original_USD,Precio_Final_USD,Ganancia_Unitaria_USD,Margen_Porcentaje
23205,NHK-047 628435,Kit de llaves tubo combinadas - 40 piezas -c/ caja -Nappo (NHK-047 628435),Herramientas,Nappo,Si,5.44,10.88,5.44,100.0
23475,E27-04CW-N1,Lampara LED A55 -conector edison e27 -7w -470lm -luz fria 6000k -white -Demasled Trefi (E27-04CW-N1),Iluminacion,Demasled,Si,0.59,1.18,0.59,100.0
23181,E27-04WW-N1,Lampara LED A60 -conector edison e27 -7w -420lm -luz calida 3000k -white -Demasled Trefi (760ed0007 - E27-04WW-N1),Iluminacion,Demasled,Si,0.59,1.18,0.59,100.0
23186,E27-06WW-N1,Lampara LED Gota G45 -conector edison e27 -6w -540lm -luz calida 3000k -white -Demasled Macroled (E27-06WW-N1),Iluminacion,Demasled,Si,1.16,2.32,1.16,100.0
23478,GU10-15NW-N1,Lampara dicroica LED -conector GU10 -7w -595 lumenes -luz neutra 4500K -white -Demasled Macroled (GU10-15NW-N1),Iluminacion,Demasled,Si,1.20,2.40,1.20,100.0
23479,GU10-18WW-A3,Lampara dicroica LED -conector GU10 -7w -634 lumenes -luz calida 3000K -white -Demasled (GU10-18WW-A3),Iluminacion,Demasled,Si,0.82,1.64,0.82,100.0
23480,GU10-18CW-A3,Lampara dicroica LED -conector GU10 -7w -662 lumenes -luz fria 6000K -white -Demasled (GU10-18CW-A3),Iluminacion,Demasled,Si,0.82,1.64,0.82,100.0
20843,KVL-190 625752,Lampara led -5w -flexible -regulable -iluminacion ajustable -1200mAh -c/cable de carga usb -white -Kolke (KVL-190 625752),Iluminacion,Kolke,Si,5.70,11.40,5.70,100.0
24559,LIN00041,Linterna led p/cabeza -vincha magnetica -bat. 18650 recargable -80w -2 modos de luz -plastico ABS -black -Gadnic Lint-m41 (LIN00041),Iluminacion,Gadnic,Si,5.64,11.28,5.64,100.0
23183,E27-125WW-N2,Lámpara Globo Filamento LED E27 5W Ø125mm Blanco Cálido 220V,Iluminacion,Demasled,Si,4.92,9.84,4.92,100.0
24474,SDCS2/64GB,Memoria microSDHC 64gb -class 10 UHS-I -100MB/s -c/adaptador a SD -Kingston Canvas Select Plus (SDCS2/64GB),Memorias Flash,Kingston,Si,5.03,10.06,5.03,100.0
22845,MIC-2030 GD,Microfono -3.5mm -cable 1.7mts -c/pie -cabezal ajustable -diseño vintage -gold -Noganet (MIC-2030),Microfonos C/Cable,Noganet,Si,4.72,9.44,4.72,100.0
17555,NM-MC7,Microfono -dinamico -unidireccional -cable 2.5mts -c/adaptador 3.5mm -ideal para karaoke -black -Netmak (NM-MC7),Microfonos C/Cable,Netmak,Si,4.39,8.78,4.39,100.0
24103,NM-MC20,Microfono inalambrico -bluetooth/SD/usb/aux 3.5mm/fm/rec -karaoke -c/efectos de voz -bat. recargable -gold -Netmak (NM-MC20),Microfonos Bluetooth/Inalambricos,Netmak,Si,6.22,12.44,6.22,100.0
23473,DOMO-18-1G,Mini Smart Switch WiFi+RF 1 Canal 90-250Vac 50-60Hz 10A max 2.4GHz -Demasled (DOMO-18-1G),Accesorios y Gadgets Geeks,Demasled,Si,4.90,9.80,4.90,100.0
23408,NM-M620,Mouse -1200 dpi -3 botones -usb -cable 1.10mts -black -Netmak (NM-M620),Mouses C/Cable,Netmak,Si,1.73,3.46,1.73,100.0
23506,NM-M640-W,"Mouse 2,4Ghz + Bt 5.2 -recargable -white -Netmak (NM-M640-W)",Mouses Bluetooth/Inalambricos,Netmak,Si,5.60,11.20,5.60,100.0
23513,NM-M690-W,Mouse 2.4Ghz + Bt 5.0 + Bt 3.0 -multi canal -pila AA -white -Netmak (NM-M690-W),Mouses Bluetooth/Inalambricos,Netmak,Si,5.44,10.88,5.44,100.0
23519,NM-M640-P,Mouse 2.4Ghz + Bt 5.2 -bat rec 500mAh -multicanal -pink -Netmak (NM-M640-P),Mouses Bluetooth/Inalambricos,Netmak,Si,5.60,11.20,5.60,100.0
23514,NM-W90-W,Mouse 2.4Ghz -retroiluminado rgb -recargable -white -Netmak (NM-W90-W),Mouses Bluetooth/Inalambricos,Netmak,Si,5.49,10.98,5.49,100.0
23803,NM-GM57,Mouse gamer 6d -1200/1800/24000/3600 dpi -6 teclas -usb -cable 1.5mts -retroiluminacion led -black -Netmak (NM-GM57),Mouses C/Cable,Netmak,Si,5.54,11.08,5.54,100.0
22855,910-006756,Mouse optico -1000dpi -usb -cable 1.80mts -silencioso -en caja -black -Logitech M110 Silent (910-006756),Mouses C/Cable,Logitech,Si,6.01,12.02,6.01,100.0
23088,910-006662,Mouse optico -1000dpi -usb -cable 1.80mts -silencioso -en caja -blue -Logitech M110 Silent (910-006662),Mouses C/Cable,Logitech,Si,5.82,11.64,5.82,100.0
24508,31010033401,Mouse optico -1200dpi -3 botones -usb -cable 1.5mts -black/blue -Genius DX-123 (31010033401),Mouses C/Cable,Genius,Si,2.95,5.90,2.95,100.0
24509,31010033400,Mouse optico -1200dpi -3 botones -usb -cable 1.5mts -black/grey -Genius DX-123 (31010033400),Mouses C/Cable,Genius,Si,2.97,5.94,2.97,100.0
24510,31010033402,Mouse optico -1200dpi -3 botones -usb -cable 1.5mts -black/red -Genius DX-123 (31010033402),Mouses C/Cable,Genius,Si,2.97,5.94,2.97,100.0
23793,NM-M625,Mouse optico -1600 dpi -3 botones -usb -cable 1.35mts -black -Netmak (NM-625),Mouses C/Cable,Netmak,Si,1.65,3.30,1.65,100.0
23746,SPK7234,Mouse optico -Usb 1000dpi -black Philips M234 (SPK7234),Mouses C/Cable,Philips,Si,2.74,5.48,2.74,100.0
23748,SPK7214U,Mouse optico -Usb 1000dpi -blue Philips M214 (SPK7214U),Mouses C/Cable,Philips,Si,2.94,5.88,2.94,100.0
23747,SPK7214R,Mouse optico -Usb 1000dpi -red Philips M214 (SPK7214R),Mouses C/Cable,Philips,Si,2.94,5.88,2.94,100.0
14930,31010116100,Mouse optico -usb -1000dpi -black -Genius DX-110 (31010116100),Mouses C/Cable,Genius,Si,3.23,6.46,3.23,100.0
8758,910-003241/910-001601,Mouse optico -usb -1000dpi -black -Logitech M100 (910-003241/910-001601),Mouses C/Cable,Logitech,Si,5.38,10.76,5.38,100.0
14931,31010116103,Mouse optico -usb -1000dpi -blue -Genius DX-110 (31010116103),Mouses C/Cable,Genius,Si,3.06,6.12,3.06,100.0
23297,31010025400,Mouse optico -usb -1000dpi -c/led interior RGB -black -Genius DX-Mini (31010025400),Mouses C/Cable,Genius,Si,2.82,5.64,2.82,100.0
23299,31010025402,Mouse optico -usb -1000dpi -c/led interior RGB -blue -Genius DX-Mini (31010025402),Mouses C/Cable,Genius,Si,2.82,5.64,2.82,100.0
23300,31010025403,Mouse optico -usb -1000dpi -c/led interior RGB -pink -Genius DX-Mini (31010025403),Mouses C/Cable,Genius,Si,2.82,5.64,2.82,100.0
23298,31010025401,Mouse optico -usb -1000dpi -c/led interior RGB -white -Genius DX-Mini (31010025401),Mouses C/Cable,Genius,Si,2.82,5.64,2.82,100.0
14932,31010105100,Mouse optico -usb -1000dpi -cable 1.5mts -SmartGenius Support -black -Genius DX-120 (31010105100),Mouses C/Cable,Genius,Si,3.17,6.34,3.17,100.0
20581,31010105105,Mouse optico -usb -1000dpi -cable 1.5mts -SmartGenius Support -green -Genius DX-120 (31010105105),Mouses C/Cable,Genius,Si,3.27,6.54,3.27,100.0
15423,31010105102,Mouse optico -usb -1000dpi -cable 1.5mts -SmartGenius Support -white -Genius DX-120 (31010105102),Mouses C/Cable,Genius,Si,3.43,6.86,3.43,100.0
13708,910-004053,Mouse optico -usb -1000dpi -dark midnight gray -Logitech M90 (910-004053),Mouses C/Cable,Logitech,Si,3.78,7.56,3.78,100.0
16974,31010116105,Mouse optico -usb -1000dpi -green -Genius DX-110 (31010116105),Mouses C/Cable,Genius,Si,2.04,4.08,2.04,100.0
15407,31010116104,Mouse optico -usb -1000dpi -red -Genius DX-110 (31010116104),Mouses C/Cable,Genius,Si,3.02,6.04,3.02,100.0
15422,31010116102,Mouse optico -usb -1000dpi -white -Genius DX-110 (31010116102),Mouses C/Cable,Genius,Si,3.15,6.30,3.15,100.0
23816,SPK7204B,Mouse optico -usb -1200dpi -3 botones -black -Philips 2000 Series (SPK7204B),Mouses C/Cable,Philips,Si,3.03,6.06,3.03,100.0
23814,SPK7247B,Mouse optico -usb -1200dpi -3 botones -black -Philips 2000 Series (SPK7247B),Mouses C/Cable,Philips,Si,2.92,5.84,2.92,100.0
23301,31010026400,Mouse optico -usb -1200dpi -cable 1.5mtrs -black -Genius DX-101 (31010026400),Mouses C/Cable,Genius,Si,2.75,5.50,2.75,100.0
12650,NM-M01,Mouse optico -usb -1200dpi -cable 1.5mts -iluminacion led -black -Netmak (NM-M01),Mouses C/Cable,Netmak,Si,1.44,2.88,1.44,100.0
24011,31010027400,Mouse optico -usb -cable 1.5mts -1200dpi -silencioso -black/grey -Genius DX-125S (31010027400),Mouses C/Cable,Genius,Si,3.11,6.22,3.11,100.0
24010,31010028400,Mouse optico -usb type-c -1200dpi -black -Genius DX-110 (31010028400),Mouses C/Cable,Genius,Si,3.11,6.22,3.11,100.0
23512,NM-M660,Mouse optico -wireless + Bt -1000 dpi -3 botones -receptor nano usb + usb-c -bat. 1 pila AA (no incluida) -black -Netmak (NM-M660),Mouses Bluetooth/Inalambricos,Netmak,Si,5.73,11.46,5.73,100.0
19993,NGM-680CL,Mouse optico -wireless -1000dpi -nano usb 2.4Ghz -1 pila (no incluida) -cyan -Noganet (NGM-680),Mouses Bluetooth/Inalambricos,Noganet,Si,3.87,7.74,3.87,100.0
23012,NGM-680RS,Mouse optico -wireless -1000dpi -nano usb 2.4Ghz -1 pila (no incluida) -pink -Noganet (NGM-680),Mouses Bluetooth/Inalambricos,Noganet,Si,4.74,9.48,4.74,100.0
19992,NGM-680RJ,Mouse optico -wireless -1000dpi -nano usb 2.4Ghz -1 pila (no incluida) -red -Noganet (NGM-680),Mouses Bluetooth/Inalambricos,Noganet,Si,3.34,6.68,3.34,100.0
23094,NM-M680,Mouse optico -wireless -1200dpi -3 botones -receptor nano usb -black -Netmak (NM-M680),Mouses Bluetooth/Inalambricos,Netmak,Si,4.57,9.14,4.57,100.0
23095,NM-M680-B,Mouse optico -wireless -1200dpi -3 botones -receptor nano usb -black/blue -Netmak (NM-M680),Mouses Bluetooth/Inalambricos,Netmak,Si,4.64,9.28,4.64,100.0
23096,NM-M680-C,Mouse optico -wireless -1200dpi -3 botones -receptor nano usb -black/cyan -Netmak (NM-M680),Mouses Bluetooth/Inalambricos,Netmak,Si,4.06,8.12,4.06,100.0
23099,NM-M680-S,Mouse optico -wireless -1200dpi -3 botones -receptor nano usb -black/grey -Netmak (NM-M680),Mouses Bluetooth/Inalambricos,Netmak,Si,4.35,8.70,4.35,100.0
23097,NM-M680-P,Mouse optico -wireless -1200dpi -3 botones -receptor nano usb -black/pink -Netmak (NM-M680),Mouses Bluetooth/Inalambricos,Netmak,Si,4.35,8.70,4.35,100.0
23098,NM-M680-R,Mouse optico -wireless -1200dpi -3 botones -receptor nano usb -black/red -Netmak (NM-M680),Mouses Bluetooth/Inalambricos,Netmak,Si,4.63,9.26,4.63,100.0
23100,NM-M680-W,Mouse optico -wireless -1200dpi -3 botones -receptor nano usb -white -Netmak (NM-M680),Mouses Bluetooth/Inalambricos,Netmak,Si,3.44,6.88,3.44,100.0
24013,31030032400,Mouse optico -wireless -1200dpi -receptor usb 2.4Ghz -1x pila AA -black -Genius NX-7000SE (31030032400),Mouses Bluetooth/Inalambricos,Genius,Si,6.03,12.06,6.03,100.0
15404,31030027400,Mouse optico -wireless -1200dpi -tecnolgia BlueEye -receptor pico usb -tecnologia BlueEye -black -Genius NX-7000 (31030027400),Mouses Bluetooth/Inalambricos,Genius,Si,5.98,11.96,5.98,100.0
15721,31030027402,Mouse optico -wireless -1200dpi -tecnolgia BlueEye -receptor pico usb -tecnologia BlueEye -blue -Genius NX-7000 (31030027402),Mouses Bluetooth/Inalambricos,Genius,Si,5.98,11.96,5.98,100.0
15403,31030027403,Mouse optico -wireless -1200dpi -tecnolgia BlueEye -receptor pico usb -tecnologia BlueEye -red -Genius NX-7000 (31030027403),Mouses Bluetooth/Inalambricos,Genius,Si,5.98,11.96,5.98,100.0
15722,31030027401,Mouse optico -wireless -1200dpi -tecnologia BlueEye -receptor nano usb -extra life battery -white -Genius NX-7000 (31030027401),Mouses Bluetooth/Inalambricos,Genius,Si,5.99,11.98,5.99,100.0
23224,31030028402,Mouse optico -wireless -1200dpi -tecnologia BlueEye -silencioso -receptor nano usb 2.4Ghz -1 pila AA -extra life battery -black/blue -Genius NX-8008S (31030028402),Mouses Bluetooth/Inalambricos,Genius,Si,6.34,12.68,6.34,100.0
23223,31030028401,Mouse optico -wireless -1200dpi -tecnologia BlueEye -silencioso -receptor nano usb 2.4Ghz -1 pila AA -extra life battery -black/red -Genius NX-8008S (31030028401),Mouses Bluetooth/Inalambricos,Genius,Si,6.29,12.58,6.29,100.0
20796,NM-W90,Mouse optico -wireless -1600dpi -4 botones -iluminacion led RGB -receptor nano usb -black -Netmak (NM-W90),Mouses Bluetooth/Inalambricos,Netmak,Si,5.67,11.34,5.67,100.0
23141,NG-900U,Mouse optico -wireless -800dpi -nano usb 2.4Ghz -2 pilas AAA (no incluidas) -black -Noganet (NG-900U),Mouses Bluetooth/Inalambricos,Noganet,Si,2.44,4.88,2.44,100.0
23034,NG-900U VR,Mouse optico -wireless -800dpi -nano usb 2.4Ghz -2 pilas AAA (no incluidas) -green -Noganet (NG-900U),Mouses Bluetooth/Inalambricos,Noganet,Si,2.49,4.98,2.49,100.0
23033,NG-900U RS,Mouse optico -wireless -800dpi -nano usb 2.4Ghz -2 pilas AAA (no incluidas) -pink -Noganet (NG-900U),Mouses Bluetooth/Inalambricos,Noganet,Si,2.67,5.34,2.67,100.0
23231,31030033400,Mouse optico -wireless -usb -1200dpi -tecnologia BlueEye -receptor nano usb -1 pila AA o AAA -extra life battery -black -Genius NX-7000X (31030033400),Mouses Bluetooth/Inalambricos,Genius,Si,5.56,11.12,5.56,100.0
23952,KEM-699 630682,Mouse optico -wireless 2.4Ghz + bluetooth 5.2 -usb -4 botones -bat. recargable 400 mAh -retroluminacion RGB -c/cable type-C -grey -Kolke (KEM-699 630682),Mouses Bluetooth/Inalambricos,Kolke,Si,4.76,9.52,4.76,100.0
23797,NM-M684,Mouse optico -wireless 2.4Ghz -1000 dpi -3 botones -receptor nano usb -bat. 2 pilas AAA (no incluidas) -black -Netmak (NM-M684),Mouses Bluetooth/Inalambricos,Netmak,Si,3.32,6.64,3.32,100.0
23809,NM-M685,Mouse optico -wireless 2.4Ghz -1200 dpi -3 botones -receptor nano usb -bat. 2 pilas AAA (no incluidas) -black -Netmak (NM-M685),Mouses Bluetooth/Inalambricos,Netmak,Si,3.65,7.30,3.65,100.0
24533,31030043401,Mouse optico -wireless usb 2.4 GHz -1200dpi -4 botones -1 pila AA -black/blue -Genius NX-7123 (31030043401),Mouses Bluetooth/Inalambricos,Genius,Si,6.36,12.72,6.36,100.0
24535,31030043403,Mouse optico -wireless usb 2.4 GHz -1200dpi -4 botones -1 pila AA -black/green -Genius NX-7123 (31030043403),Mouses Bluetooth/Inalambricos,Genius,Si,6.36,12.72,6.36,100.0
24534,31030043402,Mouse optico -wireless usb 2.4 GHz -1200dpi -4 botones -1 pila AA -black/red -Genius NX-7123 (31030043402),Mouses Bluetooth/Inalambricos,Genius,Si,6.36,12.72,6.36,100.0
23226,31030030400,Mouse optico ergonomico -wireless -1200dpi -usb -extra life battery -tecnologia BlueEye -black -Genius NX-7009 (31030030400),Mouses Bluetooth/Inalambricos,Genius,Si,6.22,12.44,6.22,100.0
24014,31250019400,Mouse pad -23x19cm -goma antideslizate micro texturizada -superficie suave -resistente a derrames -black -Genius G-PAD 230S (31250019400),Pad Para Mouse,Genius,Si,5.13,10.26,5.13,100.0
23632,NM-PADXL,Mouse pad -antideslizante -diseño XL -70x30cm -black -Netmak (NM-PADXL),Pad Para Mouse,Netmak,Si,5.95,11.90,5.95,100.0
18218,NM-PGEL-B,Mouse pad -c/gel -ergonomico -blue -Netmak (NM-PGEL-B),Pad Para Mouse,Netmak,Si,4.86,9.72,4.86,100.0
18219,NM-PGEL-R,Mouse pad -c/gel -ergonomico -red -Netmak (NM-PGEL-R),Pad Para Mouse,Netmak,Si,4.76,9.52,4.76,100.0
23629,NM-PAD1,Mouse pad -c/laterales bordados -antideslizante -23x20cm -black -Netmak (NM-PAD1),Pad Para Mouse,Netmak,Si,1.75,3.50,1.75,100.0
23630,NM-PAD2,Mouse pad -c/laterales bordados -antideslizante -23x20cm -blue -Netmak (NM-PAD2),Pad Para Mouse,Netmak,Si,1.75,3.50,1.75,100.0
23631,NM-PAD3,Mouse pad -c/laterales bordados -antideslizante -23x20cm -pink -Netmak (NM-PAD3),Pad Para Mouse,Netmak,Si,1.75,3.50,1.75,100.0
24644,NM-MP753,Mouse pad -gamer -c/laterales bordados -30x25cm -3mm -black -Netmak (NM-MP753),Pad Para Mouse,Netmak,Si,2.77,5.54,2.77,100.0
24643,NM-MP752,Mouse pad -gamer -c/laterales bordados -30x25cm -3mm -black/red -Netmak (NM-MP752),Pad Para Mouse,Netmak,Si,2.77,5.54,2.77,100.0
23621,NM-FOAM,Mouse pad -goma antideslizante -apoya muñecas -ergonómico -25x20cm -black -Netmak (NM-FOAM),Pad Para Mouse,Netmak,Si,3.41,6.82,3.41,100.0
23901,SOP00025,Organizador de cables adhesivo -formato rack -5 cables -5mm -silicona -Gadnic (SOP00025),Accesorios,Gadnic,Si,2.88,5.76,2.88,100.0
23910,SOP00053,Organizador de cables adhesivo -set x10 -plastico -Gadnic Sp-53 (SOP00053),Accesorios,Gadnic,Si,3.98,7.96,3.98,100.0
23507,NM-DRAKE,"Parlante 1.0 portable 5w -bluetooth 5.3 -woofer 3"" -luces led -bat. recargable 500mAh -plug 5.5mm -black -Netmak (NM-DRAKE)",Parlantes Portables Moviles/Columnas/Monovolumen,Netmak,Si,6.23,12.46,6.23,100.0
21744,DTX/64GB,Pen Drive 64Gb -usb 3.2 Gen 1 -black/blue -Kingston DataTraveler Exodia (DTX/64GB),Pen Drive,Kingston,Si,6.16,12.32,6.16,100.0
22405,DTXM/64GB,Pen Drive 64Gb -usb 3.2 Gen 1 -black/blue -Kingston DataTraveler Exodia M (DTXM/64GB),Pen Drive,Kingston,Si,5.89,11.78,5.89,100.0
22748,PNAK-LR41-BMX,Pila Alcalina Botón -LR41 (192) -1.5v -10 unidades -Maxell (PNAK-LR41-BMX),Pilas y Cargadores de Pilas,Maxell,Si,2.95,5.90,2.95,100.0
22922,PNAK-LR44-BMX,Pila Alcalina Botón -LR44 (A76) -1.5v -10 unidades -Maxell (PNAK-LR44-BMX),Pilas y Cargadores de Pilas,Maxell,Si,3.01,6.02,3.01,100.0
22993,PNAK-23A-BBB,Pila alcalina 23A -12v -5 unidades -Vinnic (PNAK-23A-BBB),Pilas y Cargadores de Pilas,Vinnic,Si,2.58,5.16,2.58,100.0
17475,PNAK-27A-BBB X 5,Pila alcalina 27A -5 unidades -12 volt -Vinnic (PNAK-27A-BBB),Pilas y Cargadores de Pilas,Vinnic,Si,2.58,5.16,2.58,100.0
18478,PNAK-AA-SPB2,Pila alcalina AA -2 unidades -en film/sin blister -Probattery (PNAK-AA-SPB2),Pilas y Cargadores de Pilas,Probattery,Si,0.45,0.90,0.45,100.0
12967,PNAK-AA-BLX4,Pila alcalina AA -4 unidades -Probattery (PNAK-AA-BLX4),Pilas y Cargadores de Pilas,Probattery,Si,1.91,3.82,1.91,100.0
12966,PNAK-AAA-BLX2,Pila alcalina AAA -2 unidades -Probattery (PNAK-AAA-BLX2),Pilas y Cargadores de Pilas,Probattery,Si,0.85,1.70,0.85,100.0
18477,PNAK-AAA-SPB2,Pila alcalina AAA -2 unidades -en film/sin blister -Probattery (PNAK-AAA-SPB2),Pilas y Cargadores de Pilas,Probattery,Si,0.62,1.24,0.62,100.0
18399,PNLB-2016-BMX,Pila de litio CR-2016 -3.0v -5 unidades -Maxell (PNLB-2016-BMX),Pilas y Cargadores de Pilas,Maxell,Si,2.86,5.72,2.86,100.0
24532,PNLB?2016?BVN,Pila de litio CR-2016 ?3.0v -5 unidades? Vinnic CR 2016 (PNLB?2016?BVN),Pilas y Cargadores de Pilas,Vinnic,Si,1.14,2.28,1.14,100.0
14438,PNLB-2025-BMX,Pila de litio CR-2025 -3.0v -5 unidades -Maxell (PNLB-2025-BMX),Pilas y Cargadores de Pilas,Maxell,Si,2.84,5.68,2.84,100.0
24094,PNLB?2025?BVN,Pila de litio CR-2025 ?3.0v -5 unidades ? Vinnic CR 2025 (PNLB?2025?BVN),Pilas y Cargadores de Pilas,Vinnic,Si,1.32,2.64,1.32,100.0
12660,NM-CR2032,Pila de litio CR-2032 -3.0v -5 unidades -p/mother -Netmak (NM-CR2032),Pilas y Cargadores de Pilas,Netmak,Si,1.49,2.98,1.49,100.0
24095,PNLB-2032-BVN,Pila de litio CR-2032 ?3.0v -5 unidades? Vinnic CR 2032 (PNLB-2032-BVN),Pilas y Cargadores de Pilas,Vinnic,Si,1.43,2.86,1.43,100.0
21515,PNAK-LR1130-BMX,Pila de litio LR1130 -10 unidad -1.5v 45mah -Maxell (PNAK-LR1130-BMX),Pilas y Cargadores de Pilas,Maxell,Si,3.16,6.32,3.16,100.0
16390,PRNB-AA2100-BLX2,Pila recargable AA Ni-Mh 2100mAh -2 unidades -baja autodescarga -Probattery (PRNB-AA2100-BLX2),Pilas y Cargadores de Pilas,Probattery,Si,4.86,9.72,4.86,100.0
3785,NP-AAM 2.7B,Pila recargable AA Ni-Mh 2700mAh -2 unidades -Noganet (NP-AAM 2.7B),Pilas y Cargadores de Pilas,Noganet,Si,3.59,7.18,3.59,100.0
12969,PRNH-AA2700-BLX2,Pila recargable AA Ni-Mh 2700mAh -2 unidades -Probattery (PRNH-AA2700-BLX2),Pilas y Cargadores de Pilas,Probattery,Si,5.53,11.06,5.53,100.0
13814,NP-AAM 2.9B,Pila recargable AA Ni-Mh 2900mAh -2 unidades -Noganet (NP-AAM 2.9B),Pilas y Cargadores de Pilas,Noganet,Si,3.70,7.40,3.70,100.0
17621,PRNB-AAA800-BLX2,Pila recargable AAA -800mAh -2 unidades -baja autodescarga -Probattery (PRNB-AAA800-BLX2),Pilas y Cargadores de Pilas,Probattery,Si,3.42,6.84,3.42,100.0
12968,PRNH-AAA1000-BLX2,Pila recargable AAA Ni-Mh 1000mAh -2 unidades -Probattery (PRNH-AAA1000-BLX2),Pilas y Cargadores de Pilas,Probattery,Si,2.78,5.56,2.78,100.0
12661,NM-AAA110,Pila recargable AAA Ni-Mh 1100mAh -2 unidades -Netmak (NM-AAA110),Pilas y Cargadores de Pilas,Netmak,Si,3.23,6.46,3.23,100.0
13101,NP-AAAM 1.1B,Pila recargable AAA Ni-Mh 1100mAh -2 unidades -Noganet (NP-AAAM 1.1B),Pilas y Cargadores de Pilas,Noganet,Si,2.24,4.48,2.24,100.0
3848,NP-AAAM 1.3B,Pila recargable AAA Ni-Mh 1300mAh -2 unidades -Noganet (NP-AAAM 1.3B),Pilas y Cargadores de Pilas,Noganet,Si,2.50,5.00,2.50,100.0
8245,DT-266,Pinza amperometrica -sensor de temperatura -c/buzzer -Noganet (DT-266),Herramientas,Noganet,Si,6.29,12.58,6.29,100.0
23030,HE-282,Placa de sonido 7.1 -externa -usb -aluminio -gold -Noganet (HE-282),Placa De Sonido,Noganet,Si,2.55,5.10,2.55,100.0
23161,PRE-01NE,"Precintos Nylon -100 unidades -2,5x100mm -black -Demasled (PRE-01NE)",Herramientas,Demasled,Si,0.24,0.48,0.24,100.0
23425,PRE-01BL,"Precintos Nylon -100 unidades -2,5x100mm -white -Demasled (PRE-01BL)",Herramientas,Demasled,Si,0.24,0.48,0.24,100.0
23180,PRE-04NE,"Precintos Nylon -100 unidades -7,6x300mm -black -Demasled (PRE-04NE)",Herramientas,Demasled,Si,2.36,4.72,2.36,100.0
23653,PRE-04BL,"Precintos Nylon -100 unidades -7,6x300mm -white -Demasled (PRE-04BL)",Herramientas,Demasled,Si,3.79,7.58,3.79,100.0
24573,ESPECI11,Pulverizador de Aceite/Aceto/Salsas -100ml -vidrio reforzado -Cuk by Gadnic Frit 10 (ESPECI11),Bazar y Hogar,Gadnic,Si,4.54,9.08,4.54,100.0
17553,NM-BT22,Receptor de sonido p/bluetooth -miniplug 3.5 -manos libres -ideal p/auto -black -Netmak (NM-BT22),Conectividad Ir Y Bluetooth,Netmak,Si,3.32,6.64,3.32,100.0
18336,NM-BT6,Receptor de sonido p/bluetooth -miniplug 3.5 -manos libres -ideal p/auto -black -Netmak (NM-BT6),Conectividad Ir Y Bluetooth,Netmak,Si,3.16,6.32,3.16,100.0
22712,REF-52CW-B4,Reflector 25 LED blanco frío 6500k -20w -1700 lumenes -exterior -IP65 -vidrio templado -aleación de aluminio -black -Demasled (REF-52CW-B4),Iluminacion,Demasled,Si,4.50,9.00,4.50,100.0
23167,REF-53CW-B4,Reflector 36 LED blanco frío -30w -2250 lumenes -exterior -IP65 -vidrio templado - aluminio -black -Demasled (REF-53CW-B4),Iluminacion,Demasled,Si,5.89,11.78,5.89,100.0
13566,GN-P200GA3,Resma A3 -297x420 -20 hojas -200gr -fotografico -Gneiss Glossy (GN-P200GA3),Papeleria,Gneiss,Si,3.33,6.66,3.33,100.0
13567,GN-P230GA3,Resma A3 -297x420 -20 hojas -230gr -fotografico -Gneiss Glossy (GN-P230GA3),Papeleria,Gneiss,Si,3.46,6.92,3.46,100.0
8870,GN-P110M,Resma A4 -210x297 -100 hojas -110gr -mate -Gneiss (GN-P110M),Papeleria,Gneiss,Si,5.07,10.14,5.07,100.0
22582,GN-P180G,Resma A4 -210x297 -20 hojas -180gr -fotografico -Gneiss Glossy (GN-P180G),Papeleria,Gneiss,Si,1.52,3.04,1.52,100.0
24542,FSC-2 - 21x29.7,Resma A4 -210x297 -500 hojas -70gr -certificacion FSC -ArtWork by Report,Papeleria,Report,Si,3.98,7.96,3.98,100.0
5815,Report A4 75G,Resma A4 -210x297 -500 hojas -75gr -certificacion FSC -Report,Papeleria,Report,Si,4.26,8.52,4.26,100.0
6611,Report A4 80G,Resma A4 -210x297 -500 hojas -80gr -certificacion FSC -Report,Papeleria,Report,Si,5.26,10.52,5.26,100.0
17279,REPORTOFICIO75,Resma Oficio -216x356 -500 hojas -75gr -certificacion FSC -Report,Papeleria,Report,Si,5.34,10.68,5.34,100.0
23278,NM-ST27,"Soporte de pared fijo TV/LED -13"" a 70"" -max 60kg -VESA max 800x600mm -Netmak (NM-ST27)",Soportes TV/LCD/LED/Proyector,Netmak,Si,4.24,8.48,4.24,100.0
23936,NM-ST31,"Soporte de pared fijo TV/LED -14"" a 43"" -max 25kg -distancia a pared 20mm -VESA 200x200mm -c/kit de instalacion -Netmak (NM-ST31)",Soportes TV/LCD/LED/Proyector,Netmak,Si,5.70,11.40,5.70,100.0
16593,NM-ST03,"Soporte de pared fijo TV/LED -23"" a 42"" -max 30kg -VESA max 200x200mm -Netmak (NM-ST03)",Soportes TV/LCD/LED/Proyector,Netmak,Si,3.88,7.76,3.88,100.0
16595,NM-ST05,"Soporte de pared fijo TV/LED -32"" a 60"" -max 50kg -VESA 400x400mm -Netmak (NM-ST05)",Soportes TV/LCD/LED/Proyector,Netmak,Si,5.70,11.40,5.70,100.0
23279,NM-ST23,"Soporte estante para monitores y tv 22cm -para sostener decos, consolas, routers etc -Netmak (NM-ST23)",Soportes TV/LCD/LED/Proyector,Netmak,Si,3.10,6.20,3.10,100.0
