Codigo,Codigo_Fabricante,Descripcion,Rubro,Marca,Stock,Precio_Original_USD,Categoria,Precio_Final_USD,Ganancia_Unitaria_USD,Margen_Porcentaje
24543,POCKY-18-R,"Consola de juegos portatil -600 juegos -lcd 2.5"" -8bits -c/cable av -joy extra -bat. recargable 850mAh -red -Noganet (POCKY 18)",Consolas De Juego,Noganet,Si,19.83,3,27.76,7.93,40.0
24616,KET-725 630777,Control remoto universal c/teclado y mouse -wireless 2.4gHz -multidispositivo -receptor usb -bat. recargable 300mAh. -función de voz -black -Kolke (KET-725 630777),Teclados P/ SmartTV/Multidispositivo,Kolke,Si,14.51,3,20.31,5.80,40.0
24584,GS-1000,Controladora de cooler -9 fanes ARGB PWM -control remoto multifucion -iluminacion led interior -cubierta magnetica -compacta -black -Sentey ARGB PWM Fan Control (GS-1000),Ventiladores,Sentey,Si,7.19,2,11.94,4.75,66.0
13354,HDMI-VGA,Conversor HDMI M a VGA H -full HD -c/audio estereo -20cm -c/cable 3.5mm estereo -conector enchapado en oro -black -Noganet (HDMI-VGA),Adaptadores,Noganet,Si,4.14,1,8.28,4.14,100.0
20642,KCA-429 610022,Conversor HDMI a VGA M/H -20cm c/conector dorado -cable audio 3.5mm -cable de carga microUSB -black -Kolke (KCA-429 610022),Adaptadores,Kolke,Si,3.41,1,6.82,3.41,100.0
22672,NM-C106,Conversor type-C M a DisplayPort H -4K -ultra compacto -silver/white -Netmak (NM-C106),Adaptadores,Netmak,Si,6.05,1,12.10,6.05,100.0
21978,NM-TC66,Conversor type-C a HDMI M/H -cable 10cm -black -Netmak (NM-TC66),Cables Video (Hdmi-Vga-Dvi-DisplayPort),Netmak,Si,9.46,2,15.70,6.24,66.0
22553,NS-COUSHD2,Conversor usb 2.0 a hdmi 1.4v -1080p 60Hz -3 pantallas max. -soporta pantalla extendida/principal/espejo -cable 15cm -aluminio -Nisuta (NS-COUSHD2),Placas / Puertos / Controladoras / Hub usb,Nisuta,Si,18.00,3,25.20,7.20,40.0
12709,NM-C14,Conversor usb a serie rs-232 -conector db9 -Netmak (NM-C14),Cables PC Power-Sata-Ps/2-Serie-Firewire-Paralelo,Netmak,Si,2.53,1,5.06,2.53,100.0
18126,NM-HD2,Conversor vga + audio estereo a hdmi 1080p -white -Netmak (NM-HD2),Adaptadores,Netmak,Si,5.82,1,11.64,5.82,100.0
24583,GS-1170,Cooler 120x120mm -4 pines -iluminacion led ARGB -black -Sentey Fan Cooler F70 ARGB (GS-1170),Ventiladores,Sentey,Si,7.16,2,11.89,4.73,66.0
24582,GS-1180,Cooler 120x120mm -4 pines -iluminacion led ARGB -black -Sentey Fan Cooler F80 ARGB (GS-1180),Ventiladores,Sentey,Si,6.45,2,10.71,4.26,66.0
24585,GS-FAN,Cooler 120x120mm -4 pines molex -iluminacion led RGB -BULK -black -Sentey Fan Cooler (GS-FAN),Ventiladores,Sentey,Si,3.94,1,7.88,3.94,100.0
24481,MFW-B2DN-17NPA-R1,Cooler 120x120mm -650/1750 RPM -4 pines -iluminacion led ARGB -black/white -Cooler Master Masterfan Mf120 Lite Argb (MFW-B2DN-17NPA-R1),Ventiladores,Cooler Master,Si,12.87,2,21.36,8.49,66.0
21871,NM-RING,Cooler 120x120mm -almohadillas de goma absorbentes -iluminacion led ARGB -Netmak (NM-RING),Ventiladores,Netmak,Si,5.49,1,10.98,5.49,100.0
21873,NM-12RGB,Cooler 120x120mm -trasparente -iluminacion led RGB -Netmak (NM-12RGB),Ventiladores,Netmak,Si,4.14,1,8.28,4.14,100.0
24430,NM-Q120,Cooler 120x120mm c/disipador termico 100W -rodamiento hidraulico -2100 RPM -3 pines -Amd/Intel -black/white -Netmak (NM-Q120),Ventiladores,Netmak,Si,9.49,2,15.75,6.26,66.0
14484,NM-12025,Cooler 120x120x25mm -molex a buje -black -Netmak (NM-12025),Ventiladores,Netmak,Si,3.16,1,6.32,3.16,100.0
12716,NM-8025,Cooler 80x80x25mm -molex a buje -black -Netmak (NM-8025),Ventiladores,Netmak,Si,1.96,1,3.92,1.96,100.0
14483,NM-8025-T,Cooler 80x80x25mm -molex a buje -black/white c/led multicolor -Netmak (NM-8025-T),Ventiladores,Netmak,Si,2.92,1,5.84,2.92,100.0
24431,NM-Q90,Cooler 90x90mm c/disipador termico 100W -rodamiento hidraulico -2100 RPM -3 pines -Amd/Intel -black -Netmak (NM-Q90),Ventiladores,Netmak,Si,8.31,2,13.79,5.48,66.0
24607,PETCOR01,Correa Extensible p/Perros -hasta 5mts -ergonomica -Gadnic PTC1 (PETCOR01),Bazar y Hogar,Gadnic,Si,5.06,1,10.12,5.06,100.0
24326,CORTPE08,Cortadora de pelo inalambrica c/accesorios -10 peines -10W -bat. recargable 2600 mAh -ergonomica -black -Care By Gadnic CP8000 (CORTPE08),Electrodomesticos,Gadnic,Si,34.19,4,41.03,6.84,20.0
24325,CORTPE02,Cortadora de pelo inalambrica c/accesorios -10 peines -5W -bat. recargable -black -Care By Gadnic S2000 (CORTPE02),Electrodomesticos,Gadnic,Si,22.74,3,31.84,9.10,40.0
24327,CORTPE16,Cortadora de pelo inalambrica c/accesorios -3 peines -bat. recargable 1500 mAh -pantalla LCD -ergonomica -gold -Care By Gadnic CP160 (CORTPE16),Electrodomesticos,Gadnic,Si,38.54,4,46.25,7.71,20.0
24324,KEMEI004,Cortadora de pelo inalambrica c/accesorios -4 peines -10W -bat. recargable 1500 mAh -aluminio -grey -Kemei by Gadnic Lfj-Km-1755 (KEMEI004),Electrodomesticos,Gadnic,Si,25.85,3,36.19,10.34,40.0
24361,KNIFE017,Cuchillo de chef -borde afilado -acero inoxidable -2mm -Cuk By Gadnic Nex38 (KNIFE017),Bazar y Hogar,Gadnic,Si,8.76,2,14.54,5.78,66.0
24293,KNIFE015,Cuchillo de chef forjado -acero inoxidable -c/funda de cuero -Cuk By Gadnic (KNIFE015),Bazar y Hogar,Gadnic,Si,11.19,2,18.58,7.39,66.0
23874,DIFU0001,Difusor portatil ultrasonico -bat. recargable -24 V -humidificador -aromatizante -300ml -16 modos de luz -7 colores -control remoto -white -Gadnic (DIFU0001),Accesorios y Gadgets Geeks,Gadnic,Si,12.55,2,20.83,8.28,66.0
24318,JABMES06,Dispenser de jabon liquido p/baño y cocina -500ml -acero inoxidable -diseño de pared -Gadnic (JABMES06),Bazar y Hogar,Gadnic,Si,10.60,2,17.60,7.00,66.0
24317,JABMES07,Dispenser de jabon liquido p/baño y cocina -800ml -acero inoxidable -diseño de pared -metalico -Gadnic Ds 8 (JABMES07),Bazar y Hogar,Gadnic,Si,21.32,3,29.85,8.53,40.0
23875,DRGAD08R,Drone Mini Ufo -distancia de induccion 30 cm -c/control luz led -interactivo -micro usb bat. recargable 30min -autonomia 5 a 7min -red/blue -Gadnic MINI DRON UF360 (DRGAD08R),Drone,Gadnic,Si,13.37,2,22.19,8.82,66.0
24331,ENCE0002,Encededor de fuego electrico p/chimenea/fogonero/parrilla/hoguera -2000W -temp. 650°C -Gadnic IGN2 (ENCE0002),Bazar y Hogar,Gadnic,Si,44.18,4,53.02,8.84,20.0
24499,DOMO-53,Enchufe tomacorriente smart -wifi 2.4GHz -10A -2200W -white -Demasled (DOMO-53),Iluminacion,Demasled,Si,8.17,2,13.56,5.39,66.0
23650,DOMO-54,Enchufe tomacorriente smart -wifi 2.4GHz -monitoreo de consumo -10A -2200W -white -Demasled (DOMO-54),Iluminacion,Demasled,Si,8.75,2,14.53,5.78,66.0
24568,SELLAD01,Envasadora al vacio -tecnologia termosellado automatico -funcion secado/hidratacion -panel tactil -Gadnic Neptuno (SELLAD01),Bazar y Hogar,Gadnic,Si,42.26,4,50.71,8.45,20.0
24080,DECO-ESPE-AUME,Espejo Smart c/luz -22 Leds -6000k-6500k -ajuste de brillo -sensor tactil -2x y 3x -4 pilas AAA/cable USB -Gliivo (DECO-ESPE-AUME),Accesorios y Gadgets Geeks,Gliivo,Si,29.60,3,41.44,11.84,40.0
24081,DECO-ESPE-PORT,Espejo portatil y compacto c/luz -21 Leds -ajuste de brillo -sensor tactil -1X/10X -bateria litio recargable USB-C de 800 mAh -pink -Gliivo (DECO-ESPE-PORT),Accesorios y Gadgets Geeks,Gliivo,Si,17.76,3,24.86,7.10,40.0
22325,Powersafe USB,Estabilizador -220v -6 tomas -2x usb estabilizados -proteccion sobrecarga/cortocircuito -usb -rj-11/45 -ideal p/smartphones/tablets/parlantes portables -black -Trv Powersafe USB,Ups Y Estabilizadores,Trv,Si,34.32,4,41.18,6.86,20.0
22327,Powersafe Gamer,Estabilizador -220v -6 tomas -proteccion sobrecarga/cortocircuito -2x usb estabilizados -rj-11/45 -ideal p/cpu/fuentes 1000w/consolas -black -Trv Powersafe Gamer,Ups Y Estabilizadores,Trv,Si,43.50,4,52.20,8.70,20.0
22328,200030005,Estabilizador -220v -6 tomas -proteccion sobrecarga/cortocircuito -rj-11/45 -ideal p/audio y video-black -Trv Powersafe AV,Ups Y Estabilizadores,Trv,Si,32.03,4,38.44,6.41,20.0
22326,200030002,Estabilizador -220v -6 tomas -proteccion sobrecarga/cortocircuito -rj-11/45 -ideal para CPU/ Laptops/ Impresoras  -black -Trv Powersafe 2i,Ups Y Estabilizadores,Trv,Si,29.46,3,41.24,11.78,40.0
24603,200030001,Estabilizador -220v -6 tomas -proteccion sobrecarga/cortocircuito -rj-45 -ideal para CPU/Laptops/router/TV/estaciones de juego -black -Trv Powersafe 1i,Ups Y Estabilizadores,Trv,Si,25.00,3,35.00,10.00,40.0
23274,200030003,Estabilizador 1000w -220v -6 tomas -proteccion sobrecarga/cortocircuito -rj-45 -ideal para CPU/ Laptops/ modem /routers -black -Trv Powersafe 3i,Ups Y Estabilizadores,Trv,Si,40.07,4,48.08,8.01,20.0
19827,MICRO VOLT H,Estabilizador 2000Va -4 Tomas -220v -Trv Micro Volt series (MICRO VOLT H),Ups Y Estabilizadores,Trv,Si,28.40,3,39.76,11.36,40.0
24328,ESTABI01,Estabilizador Steadycam p/camara -max. 1.5kg -antideslizante -Gadnic Steady (ESTABI01),Accesorios y Gadgets Geeks,Gadnic,Si,21.91,3,30.67,8.76,40.0
8960,1CEL05002501900 Rollo,Etiqueta Autoadhesiva Papel 50x25mm -1 banda B.40 (Rollo 2000 et.),Papeleria,Generica,Si,5.67,1,11.34,5.67,100.0
17070,EILU032014C25B2M50C,Etiqueta autoadhesiva papel ilustracion -32x14mm -cono 25mm -2 bandas -rollo 50mts (5882 etiquetas),Papeleria,Generica,Si,6.10,1,12.20,6.10,100.0
18573,NM-C56,Extensor HDMI por UTP Cat 5e/6 -hasta 30mts -2 unidades -black -Netmak (NM-C56),Adaptadores,Netmak,Si,4.75,1,9.50,4.75,100.0
23879,FREI0016,Freidora De Aire -6.5 Litros -1000W -Recipiente Antiadherente -c/pinza -display digital tactil -CUK by Gadnic 8067D (FREI0016),Electrodomesticos,Gadnic,Si,82.62,4,99.14,16.52,20.0
23878,FREI0002,Freidora De Aire -7 Litros -1400W -Timer -Control Temperatura -Recipiente Antiadherente -c/pinza siliconada -CUK by Gadnic F7.0 (FREI0002),Electrodomesticos,Gadnic,Si,129.82,4,155.78,25.96,20.0
23880,FREI0008,Freidora electrica de aceite -2.5 Litros -1200W -Recipiente Antiadherente -canasta desmontable -visor superior -CUK by Gadnic FA2.5 (FREI0008),Electrodomesticos,Gadnic,Si,46.60,4,55.92,9.32,20.0
24581,GSP1050-GM,Fuente ATX 1050W -80 plus gold -modular -fan 14cm -active pfc -Sentey Golden Steel Power (GSP1050-GM),Fuentes De Alimentacion,Sentey,Si,127.56,4,153.07,25.51,20.0
20592,ARXGP-500W,Fuente ATX 500W -fan 12cm c/luz led roja -c/control de temperatura -cable mallado -black -Aureox Powerfull Series (ARXGP-500W),Fuentes De Alimentacion,Aureox,Si,40.73,4,48.88,8.15,20.0
20591,ARXE-500,Fuente ATX 500W -fan 80cm -black -Aureox Energy Series (ARXE-500),Fuentes De Alimentacion,Aureox,Si,21.38,3,29.93,8.55,40.0
3864,ATX 550 P4,Fuente ATX 550W -20+4 Pines -Noganet (ATX 550 P4) S/Cable Power,Fuentes De Alimentacion,Noganet,Si,14.19,3,19.87,5.68,40.0
20594,ARXGU-80PBZ-550W,Fuente ATX 550W -80plus bronze -fan 12cm -cables mallados -c/control de temperatura/rpm -black -Aureox Unlimited Series (ARXGU-80PBZ-550W),Fuentes De Alimentacion,Aureox,Si,48.78,4,58.54,9.76,20.0
17267,ATX 600RGB,Fuente ATX 600W -20+4 pines -fan 14cm c/led rgb -s/cable power -Noganet (ATX 600RGB),Fuentes De Alimentacion,Noganet,Si,24.27,3,33.98,9.71,40.0
20593,ARXGP-600W,Fuente ATX 600W -fan 12cm c/luz led roja -c/control de temperatura/rpm -cables mallados -black -Aureox Powefull Series (ARXGP-600W),Fuentes De Alimentacion,Aureox,Si,48.62,4,58.34,9.72,20.0
17268,ATX 650RGB,Fuente ATX 650W -20+4 pines -fan 14cm c/led rgb -Noganet (ATX 650RGB),Fuentes De Alimentacion,Noganet,Si,26.60,3,37.24,10.64,40.0
23733,ZX650-GZ,Fuente ATX 650W -fan cooler 12cm rojo silencioso -PFC (power factor correction) -c/cable power -cables mallados -LNZ (ZX650-GZ),Fuentes De Alimentacion,LNZ,Si,35.11,4,42.13,7.02,20.0
21408,ATX 700 NB,Fuente ATX 700W -20+4 pines -fan 12cm -PCF activo -Noganet (ATX 700 NB),Fuentes De Alimentacion,Noganet,Si,31.97,3,44.76,12.79,40.0
24577,MBP700-GS,Fuente ATX 700W -80 plus bronze -modular -fan 12cm -active pfc -Sentey Metal Blade Power (MBP700-GS),Fuentes De Alimentacion,Sentey,Si,55.18,4,66.22,11.04,20.0
24578,MBP700-SS,Fuente ATX 700W -80 plus bronze -modular -fan 12cm -active pfc -support PCIe 5.1 -Sentey Metal Blade Power (MBP700-SS),Fuentes De Alimentacion,Sentey,Si,58.76,4,70.51,11.75,20.0
21409,ATX 750 NB,Fuente ATX 750W -20+4 pines -fan 12cm -PCF activo -c/cable power -Noganet (ATX 750 NB),Fuentes De Alimentacion,Noganet,Si,37.47,4,44.96,7.49,20.0
23988,TPD-750AH2FXG-3,Fuente ATX 750W -80 plus gold -fan 12cm Smart Zero -Thermaltake Toughpower GT Series (TPD-750AH2FXG-3),Fuentes De Alimentacion,Thermaltake,Si,112.28,4,134.74,22.46,20.0
23734,ZX750-GZ,Fuente ATX 750W -fan cooler 12cm rojo silencioso -PFC (power factor correction) -c/cable power -cables mallados -LNZ (ZX750-GZ),Fuentes De Alimentacion,LNZ,Si,37.98,4,45.58,7.60,20.0
21410,ATX 800 NB,Fuente ATX 800W -20+4 pines -fan 12cm -PCF activo -Noganet (ATX 800 NB),Fuentes De Alimentacion,Noganet,Si,44.31,4,53.17,8.86,20.0
24579,MBP850-GM,Fuente ATX 850W -80 plus bronze -modular -fan 12cm -active pfc -Sentey Metal Blade Power (MBP850-GM),Fuentes De Alimentacion,Sentey,Si,77.39,4,92.87,15.48,20.0
24580,GSP850-GM,Fuente ATX 850W -80 plus gold -modular -fan 14cm -active pfc -Sentey Golden Steel Power (GSP850-GM),Fuentes De Alimentacion,Sentey,Si,96.03,4,115.24,19.21,20.0
19160,FASW-052000F-2,Fuente Switching -5v 2Ah -plug intercambiable -black -Probattery (FASW-052000F-2),Cargadores y Fuentes,Probattery,Si,5.42,1,10.84,5.42,100.0
23329,FAP-25-12V,Fuente de Alimentacion Switching 12V 25.2W 2.1A- Interior Demasled (FAP-25-12V),Cargadores y Fuentes,Demasled,Si,4.89,1,9.78,4.89,100.0
23545,FAP-35-12V,Fuente de Alimentación Switching 12V 36W 3A -50/60 Hz -Aluminio -Interior -Demasled (FAP-35-12V),Seguridad Video Accesorios,Demasled,Si,6.43,2,10.67,4.24,66.0
24340,FUENT001,Fuente de agua decorativa c/piedras -en cascada -luces led calidas -p/interiores -silenciosa -Gadnic FONT01 (FUENT001),Bazar y Hogar,Gadnic,Si,23.49,3,32.89,9.40,40.0
17476,"FASD-12,05000F","Fuente de alimentacion 12v -5A -plug 2.1 -Probattery (FASD-12,05000F)",Seguridad Video Accesorios,Probattery,Si,14.90,3,20.86,5.96,40.0
17477,"FASD-12,08000F","Fuente de alimentacion 12v -8A -plug 2.1 -Probattery (FASD-12,08000F)",Seguridad Video Accesorios,Probattery,Si,37.91,4,45.49,7.58,20.0
4417,NOGA-79,Fuente multiple voltaje -in 220v -out 1.5 a 12v -800mA 9.6va -7 conectores -Noganet (NOGA-79),Cargadores y Fuentes,Noganet,Si,11.20,2,18.59,7.39,66.0
15590,NOGA-105,Fuente multiple voltaje -in 220v -out 3 a 12v -500mA 3.6va -6 conectores -Noganet (NOGA-105),Cargadores y Fuentes,Noganet,Si,8.09,2,13.43,5.34,66.0
24424,TM40 Kit,Gabinete Kit 600W -fuente LNZ FB600-LX -fan 80mm -MicroATX/ Mini ATX -mouse -teclado -black -Sentey (TM40 Kit),Gabinetes,Sentey,Si,34.03,4,40.84,6.81,20.0
24425,TM50 Kit,Gabinete Kit 600W -fuente LNZ FB600-LX -fan 80mm -MicroATX/ MiniITX -mouse -teclado -black -Sentey (TM50 Kit),Gabinetes,Sentey,Si,39.27,4,47.12,7.85,20.0
20657,COMBO KIT CS3-1370-CB USB,Gabinete Kit 600W -mouse -teclado -parlantes -Sentey G50 Power Kit (COMBO KIT CS3-1370-CB USB),Gabinetes,Sentey,No,46.03,4,55.24,9.21,20.0
19003,XE10,Gabinete s/fuente -1 usb 2.0 + 1 usb 3.0 + hd audio -lateral transparente -leds rgb -ITX / M-ATX -black -Sentey X10 (X10),Gabinetes,Sentey,Si,24.87,3,34.82,9.95,40.0
23942,Y10-SF-ARGB,Gabinete s/fuente -1x usb 2.0 + 1x usb 3.0 + hd audio -4x fan ARGB 120 mm -doble vidrio templado (lateral y frente) -filtro anti polvo -mini ITX / M-ATX / ATX -gamer -black -LNZ Y10 (Y10-SF-ARGB),Gabinetes,LNZ,Si,34.03,4,40.84,6.81,20.0
23699,6100-ARGB-SFWHITE,Gabinete s/fuente -1x usb 2.0 + 1x usb 3.0 + hd audio -5x fan ARGB 120 mm -doble vidrio templado (lateral y frente) -ITX/M-ATX- filtro anti polvo -gamer -white -Sentey H10 (6100-ARGB-SFWHITE),Gabinetes,Sentey,Si,45.95,4,55.14,9.19,20.0
24132,GS-6130-ARGB-BLACK,Gabinete s/fuente -1x usb 2.0 + 1x usb 3.0 + hd audio -5x fan ARGB 120 mm -doble vidrio templado (lateral y frente) -filtro anti polvo -M-ATX/ITX -gamer -black -Sentey H30 (GS-6130-ARGB-BLACK),Gabinetes,Sentey,Si,39.05,4,46.86,7.81,20.0
24131,GS-7950-WHITE,Gabinete s/fuente -1x usb 2.0 + 1x usb 3.0 + hd audio -5x fan ARGB 120 mm -doble vidrio templado (lateral y frente) -filtro anti polvo -M-ATX/ITX -gamer -white -Sentey A8 Micro (GS-7950-WHITE),Gabinetes,Sentey,Si,38.48,4,46.18,7.70,20.0
24133,GS-6130-ARGB-WHITE,Gabinete s/fuente -1x usb 2.0 + 1x usb 3.0 + hd audio -5x fan ARGB 120 mm -doble vidrio templado (lateral y frente) -filtro anti polvo -M-ATX/ITX -gamer -white -Sentey H30 (GS-6130-ARGB-WHITE),Gabinetes,Sentey,Si,37.96,4,45.55,7.59,20.0
23698,6100-ARGB-SFBLACK,Gabinete s/fuente -1x usb 2.0 + 1x usb 3.0 + hd audio -5x fan ARGB 120 mm -doble vidrio templado (lateral y frente) -filtro anti polvo -gamer -black -Sentey H10 (6100-ARGB-SFBLACK),Gabinetes,Sentey,Si,44.18,4,53.02,8.84,20.0
24128,GS-6130-SF-BLACK,Gabinete s/fuente -1x usb 2.0 + 1x usb 3.0 + hd audio -sin coolers (soporta hasta 7x120mm) -doble vidrio templado (lateral y frente) -filtro anti polvo -M-ATX -gamer -black -Sentey H30 (GS-6130-SF-BLACK),Gabinetes,Sentey,Si,24.97,3,34.96,9.99,40.0
24129,GS-6130-SF-WHITE,Gabinete s/fuente -1x usb 2.0 + 1x usb 3.0 + hd audio -sin coolers (soporta hasta 7x120mm) -doble vidrio templado (lateral y frente) -filtro anti polvo -M-ATX -gamer -white -Sentey H30 (GS-6130-SF-WHITE),Gabinetes,Sentey,Si,32.33,4,38.80,6.47,20.0
23389,6100-SF,Gabinete s/fuente -1x usb 3.0 -2x usb 2.0 + hd audio -doble vidrio templado (lateral y frente) -ATX/micro ATX -black -Sentey H10 (6100-SF),Gabinetes,Sentey,Si,24.87,3,34.82,9.95,40.0
23390,6100-SF W,Gabinete s/fuente -1x usb 3.0 -2x usb 2.0 + hd audio -doble vidrio templado (lateral y frente) -ITX/M-ATX -white -Sentey H10 (6100-SF),Gabinetes,Sentey,Si,24.87,3,34.82,9.95,40.0
24587,M12BLK-SF,Gabinete s/fuente -2x usb 2.0 + 1x usb 3.0 + hd audio -3x fan ARGB 120 mm -doble vidrio templado (lateral y frente) -ITX/M-ATX- filtro anti polvo -gamer -black -Sentey M12 ARGB (M12BLK-SF),Gabinetes,Sentey,Si,31.42,3,43.99,12.57,40.0
24588,M12WHT-SF,Gabinete s/fuente -2x usb 2.0 + 1x usb 3.0 + hd audio -3x fan ARGB 120 mm -doble vidrio templado (lateral y frente) -ITX/M-ATX- filtro anti polvo -gamer -white -Sentey M12 ARGB (M12WHT-SF),Gabinetes,Sentey,Si,32.72,4,39.26,6.54,20.0
24605,T10-SF,Gabinete s/fuente -2x usb 2.0 + 1x usb 3.0 + hd audio -4x fan ARGB 120 mm -doble vidrio templado (lateral y frente) -ITX/M-ATX -filtro anti polvo -gamer -black -Sentey T10 ARGB (T10-SF),Gabinetes,Sentey,Si,40.58,4,48.70,8.12,20.0
24606,T15-SF,Gabinete s/fuente -2x usb 2.0 + 1x usb 3.0 + hd audio -4x fan ARGB 120 mm -doble vidrio templado (lateral y frente) -ITX/M-ATX -filtro anti polvo -gamer -black -Sentey T15 ARGB (T15-SF),Gabinetes,Sentey,Si,41.88,4,50.26,8.38,20.0
24590,M40WHT-SF,Gabinete s/fuente -2x usb 2.0 + 1x usb 3.0 + hd audio -4x fan ARGB 120 mm -doble vidrio templado (lateral y frente) -ITX/M-ATX/ATX -filtro anti polvo -gamer -white -Sentey M40 ARGB (M40WHT-SF),Gabinetes,Sentey,Si,47.12,4,56.54,9.42,20.0
24589,M40BLK-SF,Gabinete s/fuente -2x usb 2.0 + 1x usb 3.0 + hd audio -4x fan ARGB 120 mm -doble vidrio templado (lateral y frente) -ITX/M-ATX/ATX- filtro anti polvo -gamer -black -Sentey M40 ARGB (M40BLK-SF),Gabinetes,Sentey,Si,44.50,4,53.40,8.90,20.0
23732,GS-8100,Gabinete s/fuente -2x usb 2.0 + 1x usb 3.0 + hd audio -4x fan ARGB 120 mm c/controladora + control remoto -doble vidrio templado (lateral y frente) -filtro anti polvo -patas anti-vibración -ITX/M-ATX/ATX/E-ATX -gamer -black -Sentey A30 (GS-8100),Gabinetes,Sentey,Si,75.91,4,91.09,15.18,20.0
23730,GS-8000,Gabinete s/fuente -2x usb 2.0 + 1x usb 3.0 + hd audio -5x fan ARGB 120 mm c/controladora + control remoto -doble vidrio templado (lateral y frente) -filtro anti polvo -patas anti-vibración -ITX/M-ATX -gamer -black -Sentey A10 Micro (GS-8000),Gabinetes,Sentey,Si,54.09,4,64.91,10.82,20.0
24591,6110-SF,Gabinete s/fuente -2x usb 2.0 -1x usb 3.0 + hd audio -doble vidrio templado (lateral y frente) -filtro anti polvo -patas anti vibracion -ITX / M-ATX -gamer -black -Sentey H11 FRGB (6110-SF),Gabinetes,Sentey,Si,35.34,4,42.41,7.07,20.0
23826,6120-SF,Gabinete s/fuente -2x usb 2.0 -1x usb 3.0 -hd audio -4x fan FRGB 120mm -doble vidrio templado (lateral y frente) -filtro anti polvo -patas anti vibracion -ITX / M-ATX -gamer -black -Sentey H12 (6120-SF),Gabinetes,Sentey,Si,37.30,4,44.76,7.46,20.0
23825,GS-8200,Gabinete s/fuente -2x usb 2.0 -1x usb 3.0 -hd audio -7x fan ARGB 120mm c/controladora + control remoto -doble vidrio templado (lateral y frente) -filtro anti polvo -patas anti vibracion -ITX / M-ATX / ATX / E-ATX -gamer -black -Sentey A40 (GS-8200),Gabinetes,Sentey,Si,91.63,4,109.96,18.33,20.0
20136,FS10,Gabinete s/fuente -s/coolers -usb 2.0 -usb 3.0 -vidrio templado -micro ATX/mini ITX -black -Sentey F10 (FS10),Gabinetes,Sentey,Si,24.87,3,34.82,9.95,40.0
20821,TM20-SF,Gabinete s/fuente -usb 2.0 + usb 3.0 + hd audio -4 fan rgb 120mm -frente y lateral vidrio templado -sistema de cables ocultos -ATX/M-ATX -black -Sentey T20 RGB (TM20-SF),Gabinetes,Sentey,Si,64.79,4,77.75,12.96,20.0
20819,S20-SF,Gabinete s/fuente -usb 2.0 + usb 3.0 + hd audio -ventana lateral vidrio templado -ITX/M-ATX/ATX -black -Sentey S20 (S20-SF),Gabinetes,Sentey,Si,27.51,3,38.51,11.00,40.0
23984,M10-SF-FRGB,Gabinete s/fuente -usb 3.0 + hd audio -3x fan FRGB -doble vidrio templado (lateral y frente) -filtro anti polvo -ITX / M-ATX -gamer -black -LNZ M10 (M10-SF-FRGB),Gabinetes,LNZ,Si,28.56,3,39.98,11.42,40.0
23985,M11-SF-FRGB,Gabinete s/fuente -usb 3.0 + hd audio -3x fan FRGB -vidrio templado lateral + mesh frontal -filtro anti polvo -ITX / M-ATX -gamer -black -LNZ M11 (M11-SF-FRGB),Gabinetes,LNZ,Si,29.36,3,41.10,11.74,40.0
24557,GAZEBO03,Gazebo plegable -3x3mts -2 paredes c/ventana -puerta cierre relampago -bolso -blue -Gadnic 3x3m-Zip (GAZEBO03),Bazar y Hogar,Gadnic,Si,133.05,4,159.66,26.61,20.0
13478,NM-GR10CC,Grasa disipadora de calor -jeringa 10cc -Netmak (NM-GR10CC),Limpieza y Mantenimiento,Netmak,Si,6.01,1,12.02,6.01,100.0
24483,HTK-002-U1,"Grasa disipadora de calor -jeringa 2,37g -white -Cooler Master High Performance Thermal Paste (HTK-002-U1)",Limpieza y Mantenimiento,Cooler Master,Si,4.73,1,9.46,4.73,100.0
13477,NM-GR5CC,Grasa disipadora de calor -jeringa 5cc -Netmak (NM-GR5CC),Limpieza y Mantenimiento,Netmak,Si,3.81,1,7.62,3.81,100.0
23973,GUI-10B,Guirnalda EL -3m -1.2W -azul neon -1130lm -2 baterias AA (no incluidas) -IP20 -Demasled (GUI-10B),Iluminacion,Demasled,Si,3.23,1,6.46,3.23,100.0
23974,GUI-10CW,Guirnalda EL -3m -1.2W -blanco frio neon -1130lm -2 baterias AA (no incluidas) -IP20 -Demasled (GUI-10CW),Iluminacion,Demasled,Si,2.99,1,5.98,2.99,100.0
23976,GUI-10R,Guirnalda EL -3m -1.2W -rojo neon -1130lm -2 baterias AA (no incluidas) -IP20 -Demasled (GUI-10R),Iluminacion,Demasled,Si,2.81,1,5.62,2.81,100.0
23975,GUI-10L,Guirnalda EL -3m -1.2W -verde limon neon -1130lm -2 baterias AA (no incluidas) -IP20 -Demasled (GUI-10L),Iluminacion,Demasled,Si,3.23,1,6.46,3.23,100.0
23972,GUI-05RGB,Guirnalda LED para interiores -5m -50 LEDs -3W -4.5V -RGB -250lm -IP44 -Demasled (GUI-05RGB),Iluminacion,Demasled,Si,1.79,1,3.58,1.79,100.0
23178,GUI-01-10M-N1,Guirnalda para Exteriores E27 15 Zócalos x10m -Trefi 02002 (GUI-01-10M-N1),Iluminacion,Demasled,Si,15.35,3,21.49,6.14,40.0
23177,GUI-01-05M-N1,Guirnalda para Exteriores E27 7 Zócalos x5m -Trefi 02002 (GUI-01-05M-N1),Iluminacion,Demasled,Si,9.03,2,14.99,5.96,66.0
