Codigo,Codigo_Fabricante,Descripcion,Rubro,Marca,Stock,Precio_Original_USD,Precio_Final_USD,Ganancia_Unitaria_USD,Margen_Porcentaje
24099,NM-MC10,Microfono Inalambrico Corbatero -bat. recargable -c/esponja protectora -receptor type-C -Netmak (NM-MC10),Microfonos Bluetooth/Inalambricos,Netmak,Si,7.49,12.43,4.94,66.0
23899,MICROKAR1N,Microfono inalambrico -bluetooth/SD/usb/aux 3.5mm/fm -karaoke -c/efectos de voz -parlante 6W -bat. recargable 1200mAh -black -Gadnic (MICROKAR1N),Microfonos Bluetooth/Inalambricos,Gadnic,Si,11.37,18.87,7.50,66.0
24009,31700001400,Microfono p/conferencia -usb -cable 2mts -omnidireccional -alcance 3mts -compacto -black -Genius MIC-100U (31700001400),Microfonos C/Cable,Genius,Si,12.83,21.30,8.47,66.0
24100,NM-MC12,Microfonos Inalambricos Corbateros Set x2 -bat. recargable -c/esponja protectora y filtro anti viento -receptor type-C -Netmak (NM-MC12),Microfonos Bluetooth/Inalambricos,Netmak,Si,10.41,17.28,6.87,66.0
23474,DOMO-18-2G,Mini Smart Switch -WiFi+RF -2 Canales -100-240Vac -50-60Hz -10A max 2.4GHz -Demasled (DOMO-18-2G),Accesorios y Gadgets Geeks,Demasled,Si,8.08,13.41,5.33,66.0
24458,DOMO-18-3G,Mini Smart Switch -WiFi+RF -3 Canales -100-240Vac -50-60Hz -10A max 2.4GHz -Demasled (DOMO-18-3G),Accesorios y Gadgets Geeks,Demasled,Si,11.42,18.96,7.54,66.0
24124,KVM-655 630523,Mochila -multifuncion -impermeable waterproof -bolsillos c/doble cierre -black/light gray -Kolke Essential (KVM-655 630523),Notebooks/Tablets - Maletines / Mochilas / Fundas,Kolke,Si,10.37,17.21,6.84,66.0
24329,AFREI001,Moldes descartables (x100) p/freidora de aire -formato circular -anti adherente -doble silicona -Cuk by Gadnic (AFREI001),Bazar y Hogar,Gadnic,Si,8.23,13.66,5.43,66.0
24344,MOLINI01,Molinillo de pimienta/sal de mano -electrico -4 pilas AA (no incluidas) -grosor ajustable -acero y acrilico -Gadnic (MOLINI01),Bazar y Hogar,Gadnic,Si,9.10,15.11,6.01,66.0
24345,MOLINI02,Molinillo de pimienta/sal de mano -electrico -6 pilas AAA (no incluidas) -grosor ajustable -luz led -ergonomico -acero y acrilico -Gadnic (MOLINI02),Bazar y Hogar,Gadnic,Si,11.80,19.59,7.79,66.0
24610,MOLINI25,Molinillo de pimienta/sal de mano -grosor ajustable -acero inoxidable 304+ABS -nucleo de cerámica -black -Gadnic PP-304 (MOLINI25),Bazar y Hogar,Gadnic,Si,8.05,13.36,5.31,66.0
23505,NM-M640,"Mouse 2,4Ghz + Bt 5.2 -recargable -black -Netmak (NM-M640)",Mouses Bluetooth/Inalambricos,Netmak,Si,6.62,10.99,4.37,66.0
23290,31030029400,Mouse optico -Wireless -1200dpi 5 botones -tecnologia BlueEye -silencioso -receptor nano usb 2.4Ghz -1 pila AA -extra life battery -black -Genius Ergo 8200S (31030029400),Mouses Bluetooth/Inalambricos,Genius,Si,7.17,11.90,4.73,66.0
23293,31030029403,Mouse optico -Wireless -1200dpi 5 botones -tecnologia BlueEye -silencioso -receptor nano usb 2.4Ghz -1 pila AA -extra life battery -chocolate -Genius Ergo 8200S (31030029403),Mouses Bluetooth/Inalambricos,Genius,Si,7.17,11.90,4.73,66.0
23291,31030029401,Mouse optico -Wireless -1200dpi 5 botones -tecnologia BlueEye -silencioso -receptor nano usb 2.4Ghz -1 pila AA -extra life battery -iron grey -Genius Ergo 8200S (31030029401),Mouses Bluetooth/Inalambricos,Genius,Si,7.17,11.90,4.73,66.0
23292,31030029402,Mouse optico -Wireless -1200dpi 5 botones -tecnologia BlueEye -silencioso -receptor nano usb 2.4Ghz -1 pila AA -extra life battery -purple -Genius NX-8006S (31030029402),Mouses Bluetooth/Inalambricos,Genius,Si,7.17,11.90,4.73,66.0
23306,31030039401,Mouse optico -bluetooth 5.0/wireless 2.4ghz -800dpi/2400dpi -bat 500mAp recargable porusb type-c -silencioso -ergonomico -led 7 colores -light blue -Genius Mini Ergo 9000S Pro (31030039401),Mouses Bluetooth/Inalambricos,Genius,Si,10.21,16.95,6.74,66.0
23312,31030039403,Mouse optico -bluetooth 5.0/wireless 2.4ghz -800dpi/2400dpi -bat 500mAp recargable porusb type-c -silencioso -ergonomico -led 7 colores -pink -Genius Mini Ergo 9000S Pro (31030039403),Mouses Bluetooth/Inalambricos,Genius,Si,10.21,16.95,6.74,66.0
23302,31030038400,Mouse optico -bluetooth 5.0/wireless 2.4ghz -800dpi/2400dpi -silencioso -ergonomico -black -Genius Mini Ergo 9000S (31030038400),Mouses Bluetooth/Inalambricos,Genius,Si,10.50,17.43,6.93,66.0
23303,31030038401,Mouse optico -bluetooth 5.0/wireless 2.4ghz -800dpi/2400dpi -silencioso -ergonomico -blue -Genius Mini Ergo 9000S (31030038401),Mouses Bluetooth/Inalambricos,Genius,Si,10.71,17.78,7.07,66.0
23304,31030038402,Mouse optico -bluetooth 5.0/wireless 2.4ghz -800dpi/2400dpi -silencioso -ergonomico -champagne titanuim -Genius Mini Ergo 9000S (31030038402),Mouses Bluetooth/Inalambricos,Genius,Si,10.65,17.68,7.03,66.0
14988,910-004638 / 910-004800,Mouse optico -wireless -1000dpi -1 pila AA (incluida) -black/blue -Logitech M170 (910-004638 / 910-004800),Mouses Bluetooth/Inalambricos,Logitech,Si,7.38,12.25,4.87,66.0
17867,910-004940 / 910-004425,Mouse optico -wireless -1000dpi -1 pila AA (incluida) -black/gray -Logitech M170 (910-004940 / 910-004425),Mouses Bluetooth/Inalambricos,Logitech,Si,7.49,12.43,4.94,66.0
14990,910-004639 / 910-004941,Mouse optico -wireless -1000dpi -1 pila AA (incluida) -black/red -Logitech M170 (910-004639 / 910-004941),Mouses Bluetooth/Inalambricos,Logitech,Si,6.94,11.52,4.58,66.0
23091,910-006863,Mouse optico -wireless -1000dpi -1 pila AA (incluida) -light purple -Logitech M170 (910-006863),Mouses Bluetooth/Inalambricos,Logitech,Si,6.94,11.52,4.58,66.0
23092,910-006864,Mouse optico -wireless -1000dpi -1 pila AA (incluida) -white -Logitech M170 (910-006864),Mouses Bluetooth/Inalambricos,Logitech,Si,7.87,13.06,5.19,66.0
14991,910-002225,Mouse optico -wireless -1000dpi -black/gray -Logitech M185 (910-002225),Mouses Bluetooth/Inalambricos,Logitech,Si,9.33,15.49,6.16,66.0
13895,910-003636,Mouse optico -wireless -1000dpi -blue -Logitech M185 (910-003636),Mouses Bluetooth/Inalambricos,Logitech,Si,9.30,15.44,6.14,66.0
13751,910-004361,Mouse optico -wireless -1000dpi -blue -Logitech M280 (910-004361),Mouses Bluetooth/Inalambricos,Logitech,Si,10.93,18.14,7.21,66.0
13752,910-004285,Mouse optico -wireless -1000dpi -gray -Logitech Comfort Plus M280 (910-004285),Mouses Bluetooth/Inalambricos,Logitech,Si,11.48,19.06,7.58,66.0
21543,910-005903,Mouse optico -wireless -1000dpi -nano receptor -1 pila AA (preinstalada) -black/blue -Logitech M190 (910-005903),Mouses Bluetooth/Inalambricos,Logitech,Si,9.68,16.07,6.39,66.0
21544,910-005902,Mouse optico -wireless -1000dpi -nano receptor -1 pila AA (preinstalada) -black/grey -Logitech M190 (910-005902),Mouses Bluetooth/Inalambricos,Logitech,Si,9.11,15.12,6.01,66.0
21545,910-005904,Mouse optico -wireless -1000dpi -nano receptor -1 pila AA (preinstalada) -black/red -Logitech M190 (910-005904),Mouses Bluetooth/Inalambricos,Logitech,Si,7.99,13.26,5.27,66.0
13897,910-003635,Mouse optico -wireless -1000dpi -red -Logitech M185 (910-003635),Mouses Bluetooth/Inalambricos,Logitech,Si,8.21,13.63,5.42,66.0
13753,910-004286,Mouse optico -wireless -1000dpi -red -Logitech M280 (910-004286),Mouses Bluetooth/Inalambricos,Logitech,Si,10.48,17.40,6.92,66.0
23237,31030040402,Mouse optico -wireless -1200dpi -tecnologia BlueEye -silencioso -6 botones -receptor nano usb 2.4Ghz -1 pila AA -extra life battery -champagne titanium -Genius Ergo 8100S (31030040402),Mouses Bluetooth/Inalambricos,Genius,Si,8.64,14.34,5.70,66.0
23236,31030040401,Mouse optico -wireless -1200dpi -tecnologia BlueEye -silencioso -6 botones -receptor nano usb 2.4Ghz -1 pila AA -extra life battery -iron gray -Genius Ergo 8100S (31030040401),Mouses Bluetooth/Inalambricos,Genius,Si,7.06,11.72,4.66,66.0
23234,31030034401,Mouse optico -wireless -1200dpi -tecnologia BlueEye -silencioso -receptor nano usb 2.4Ghz -1 pila AA -extra life battery -black -Genius NX-8000S BT (31030034401),Mouses Bluetooth/Inalambricos,Genius,Si,7.39,12.27,4.88,66.0
23222,31030028400,Mouse optico -wireless -1200dpi -tecnologia BlueEye -silencioso -receptor nano usb 2.4Ghz -1 pila AA -extra life battery -black -Genius NX-8008S (31030028400),Mouses Bluetooth/Inalambricos,Genius,Si,6.95,11.54,4.59,66.0
23124,31030025401,Mouse optico -wireless -1200dpi -tecnologia BlueEye -silencioso -receptor nano usb 2.4Ghz -1 pila AA -extra life battery -black/red -Genius NX-8000S (31030025401),Mouses Bluetooth/Inalambricos,Genius,Si,7.43,12.33,4.90,66.0
23225,31030028403,Mouse optico -wireless -1200dpi -tecnologia BlueEye -silencioso -receptor nano usb 2.4Ghz -1 pila AA -extra life battery -white/gray -Genius NX-8008S (31030028403),Mouses Bluetooth/Inalambricos,Genius,Si,6.60,10.96,4.36,66.0
23218,31030019412,Mouse optico -wireless -1600dpi -tecnologia BlueEye -receptor nano usb -extra life battery -black -Genius NX-7015 (31030019412),Mouses Bluetooth/Inalambricos,Genius,Si,7.59,12.60,5.01,66.0
16038,31030018403,Mouse optico -wireless -1600dpi -tecnologia BlueEye -receptor nano usb -extra life battery -green -Genius NX-7010 (31030018403),Mouses Bluetooth/Inalambricos,Genius,Si,7.77,12.90,5.13,66.0
23235,31030040400,Mouse optico -wireless -1600dpi -tecnologia BlueEye -silencioso -6 botones -receptor nano usb 2.4Ghz -1 pila AA -extra life battery -black -Genius Ergo 8100S (31030040400),Mouses Bluetooth/Inalambricos,Genius,Si,6.77,11.24,4.47,66.0
23219,31030026403,Mouse optico -wireless -usb -extra life battery -tecnologia BlueEye -black -Genius NX-7007 (31030026403),Mouses Bluetooth/Inalambricos,Genius,Si,6.76,11.22,4.46,66.0
23221,31030026405,Mouse optico -wireless -usb -extra life battery -tecnologia BlueEye -blue -Genius NX-7007 (31030026405),Mouses Bluetooth/Inalambricos,Genius,Si,6.51,10.81,4.30,66.0
16975,31030019401,Mouse optico -wireless -usb -extra life battery -tecnologia BlueEye -chocolate brown -Genius NX-7015 (31030019401),Mouses Bluetooth/Inalambricos,Genius,Si,7.62,12.65,5.03,66.0
16041,31030019400,Mouse optico -wireless -usb -extra life battery -tecnologia BlueEye -iron gray -Genius NX-7015 (31030019400),Mouses Bluetooth/Inalambricos,Genius,Si,8.71,14.46,5.75,66.0
23611,NM-WONDER,Mouse optico -wireless 2.4GHz -1200/2400/3200dpi -6 teclas -receptor nano usb -iluminación led -bat 500mAh -black -Netmak (NM-WONDER),Mouses Bluetooth/Inalambricos,Netmak,Si,10.57,17.55,6.98,66.0
23794,NM-M670,Mouse optico -wireless 2.4Ghz + Bt 5.0 -1600 dpi -6 teclas -bat. recargable 500mAh -transparente -black -Netmak (NM-M670),Mouses Bluetooth/Inalambricos,Netmak,Si,9.87,16.38,6.51,66.0
23795,NM-M670-G,Mouse optico -wireless 2.4Ghz + Bt 5.0 -1600 dpi -6 teclas -bat. recargable 500mAh -transparente -green -Netmak (NM-M670),Mouses Bluetooth/Inalambricos,Netmak,Si,8.40,13.94,5.54,66.0
23808,NM-M670-O,Mouse optico -wireless 2.4Ghz + Bt 5.0 -1600 dpi -6 teclas -bat. recargable 500mAh -transparente -orange -Netmak (NM-M670),Mouses Bluetooth/Inalambricos,Netmak,Si,8.28,13.74,5.46,66.0
23796,NM-M670-S,Mouse optico -wireless 2.4Ghz + Bt 5.0 -1600 dpi -6 teclas -bat. recargable 500mAh -transparente -silver -Netmak (NM-M670),Mouses Bluetooth/Inalambricos,Netmak,Si,7.40,12.28,4.88,66.0
23817,SPK7627B,Mouse optico -wireless 2.4Ghz + Bt 5.0 -usb -1600 dpi -5 botones -bat. recargable 500mAh -ergonomico -black -Philips 6000 Series (SPK7627B),Mouses Bluetooth/Inalambricos,Philips,Si,12.87,21.36,8.49,66.0
23818,SPK7627G,Mouse optico -wireless 2.4Ghz + Bt 5.0 -usb -1600 dpi -6 botones -bat. recargable 500mAh -ergonomico -gray -Philips 6000 Series (SPK7627G),Mouses Bluetooth/Inalambricos,Philips,Si,12.87,21.36,8.49,66.0
23819,SPK7627W,Mouse optico -wireless 2.4Ghz + Bt 5.0 -usb -1600 dpi -6 botones -bat. recargable 500mAh -ergonomico -white -Philips 6000 Series (SPK7627W),Mouses Bluetooth/Inalambricos,Philips,Si,12.87,21.36,8.49,66.0
24516,31030042400,Mouse optico -wireless usb 2.4 GHz + bluetooth -800/1200/1600dpi -7 botones -1 pila AA -silencioso -black -Genius NX-8080S BT (31030042400),Mouses Bluetooth/Inalambricos,Genius,Si,10.35,17.18,6.83,66.0
24517,31030042402,Mouse optico -wireless usb 2.4 GHz + bluetooth -800/1200/1600dpi -7 botones -1 pila AA -silencioso -blue -Genius NX-8080S BT (31030042402),Mouses Bluetooth/Inalambricos,Genius,Si,10.74,17.83,7.09,66.0
24518,31030042404,Mouse optico -wireless usb 2.4 GHz + bluetooth -800/1200/1600dpi -7 botones -1 pila AA -silencioso -milk tea -Genius NX-8080S BT (31030042404),Mouses Bluetooth/Inalambricos,Genius,Si,10.74,17.83,7.09,66.0
24519,31030042403,Mouse optico -wireless usb 2.4 GHz + bluetooth -800/1200/1600dpi -7 botones -1 pila AA -silencioso -pink -Genius NX-8080S BT (31030042403),Mouses Bluetooth/Inalambricos,Genius,Si,10.35,17.18,6.83,66.0
24520,31030042401,Mouse optico -wireless usb 2.4 GHz + bluetooth -800/1200/1600dpi -7 botones -1 pila AA -silencioso -white/grey -Genius NX-8080S BT (31030042401),Mouses Bluetooth/Inalambricos,Genius,Si,10.35,17.18,6.83,66.0
24512,31030043400,Mouse optico -wireless usb 2.4 GHz -1200dpi -4 botones -1 pila AA -black -Genius NX-7123 (31030043400),Mouses Bluetooth/Inalambricos,Genius,Si,6.60,10.96,4.36,66.0
24537,31030044401,Mouse optico -wireless usb 2.4 GHz -1200dpi -4 botones -1 pila AA -chocolate -Genius NX-7125 (31030044401),Mouses Bluetooth/Inalambricos,Genius,Si,7.83,13.00,5.17,66.0
24539,31030044403,Mouse optico -wireless usb 2.4 GHz -1200dpi -4 botones -1 pila AA -gold/red -Genius NX-7125 (31030044403),Mouses Bluetooth/Inalambricos,Genius,Si,7.83,13.00,5.17,66.0
24536,31030044400,Mouse optico -wireless usb 2.4 GHz -1200dpi -4 botones -1 pila AA -iron grey -Genius NX-7125 (31030044400),Mouses Bluetooth/Inalambricos,Genius,Si,7.93,13.16,5.23,66.0
24538,31030044402,Mouse optico -wireless usb 2.4 GHz -1200dpi -4 botones -1 pila AA -silver -Genius NX-7125 (31030044402),Mouses Bluetooth/Inalambricos,Genius,Si,7.83,13.00,5.17,66.0
24513,31030040404,Mouse optico -wireless usb 2.4 GHz -800/1200/1600dpi -6 botones -1 pila AA -silencioso -ergonomico -silver grey -Genius Ergo 8100S AI (31030040404),Mouses Bluetooth/Inalambricos,Genius,Si,9.35,15.52,6.17,66.0
23228,31030030402,Mouse optico ergonomico -wireless -1200dpi -usb -extra life battery -tecnologia BlueEye -white/gray -Genius NX-7009 (31030030402),Mouses Bluetooth/Inalambricos,Genius,Si,6.41,10.64,4.23,66.0
21198,NM-LUMINOSA,Mouse pad -gamer -30x25cm -goma antideslizate -iluminacion LED RGB -black -Netmak (NM-LUMINOSA),Pad Para Mouse,Netmak,Si,8.22,13.65,5.43,66.0
24645,NM-MP756,Mouse pad -gamer -c/laterales bordados -antideslizante -impermeable -diseño XL -80x30cm -black/red -Netmak (NM-MP756),Pad Para Mouse,Netmak,Si,6.49,10.77,4.28,66.0
24646,NM-MP758,Mouse pad -gamer -c/laterales bordados -antideslizante -impermeable -diseño XL -90x40cm -black -Netmak (NM-MP758),Pad Para Mouse,Netmak,Si,7.42,12.32,4.90,66.0
23209,NM-ERGO,Mouse vertical -1600dpi -wireless 2.4GHz -bat recargable -black -Netmak(NM-ERGO),Mouses Bluetooth/Inalambricos,Netmak,Si,12.16,20.19,8.03,66.0
24514,31030031400,Mouse vertical -wireless usb 2.4GHz -800/1200/1600dpi -6 botones -1x pila AA -silencioso -ergonomico -black/champagne gold -Genius Ergo 8250S (31030031400),Mouses Bluetooth/Inalambricos,Genius,Si,13.48,22.38,8.90,66.0
24515,31030031401,Mouse vertical -wireless usb 2.4GHz -800/1200/1600dpi -6 botones -1x pila AA -silencioso -ergonomico -black/silver grey -Genius Ergo 8250S (31030031401),Mouses Bluetooth/Inalambricos,Genius,Si,13.48,22.38,8.90,66.0
23957,KPM-695 630669,Parlante 1.0 -30w -bluetooth 5.1 -usb/sd/3.5mm/fm -luz led -bat. recargable 1200mAh -TWS -black -Kolke Kboom (KPM-695 630669),Parlantes Portables Moviles/Columnas/Monovolumen,Kolke,Si,13.00,21.58,8.58,66.0
20816,KPM-448 V2 628595,Parlante 1.0 -5w -bluetooth 5.0 -usb/sd/3.5mm -luz led -bat. 1200mAh -black -Kolke Alley (KPM-448 V2 628595),Parlantes Portables Moviles/Columnas/Monovolumen,Kolke,Si,10.47,17.38,6.91,66.0
23742,31730052402,Parlante 1.0 portable -5w -bluetooth 5.3/aux 3.5mm -bat. recargable 1200mAh -c/microfono -blue -Genius SP-915BT (31730052402),Parlantes Portables Moviles/Columnas/Monovolumen,Genius,Si,13.24,21.98,8.74,66.0
23741,31730052401,Parlante 1.0 portable -5w -bluetooth 5.3/aux 3.5mm -bat. recargable 1200mAh -c/microfono -grey -Genius SP-915BT (31730052401),Parlantes Portables Moviles/Columnas/Monovolumen,Genius,Si,13.24,21.98,8.74,66.0
23997,NM-MOLLY,Parlante 1.0 portable -5w -bluetooth/usb/aux 3.5mm/card reader -karaoke -c/2 microfonos -bat. recargable 800mAh -iluminacion led RGB -white -Netmak Mini parlante karaoke (NM-MOLLY),Parlantes Portables Moviles/Columnas/Monovolumen,Netmak,Si,11.11,18.44,7.33,66.0
23992,NM-BUDDY,Parlante 1.0 portable -5w -bluetooth/usb/aux 3.5mm/card reader -karaoke -c/microfono -bat. recargable 800mAh -iluminacion led RGB -beige -Netmak Mini parlante karaoke (NM-BUDDY),Parlantes Portables Moviles/Columnas/Monovolumen,Netmak,Si,10.24,17.00,6.76,66.0
15652,NG-P78RS,Parlante 1.0 portable -c/microfono -3w -bluetooth -resistente al agua -manos libres -bat litio -pink -Noganet (NG-P78),Parlantes Portables Moviles/Columnas/Monovolumen,Noganet,Si,6.51,10.81,4.30,66.0
13805,NGS-025PL,Parlante 1.0 portable -c/microfono -3w -miniusb -mp3 -bluetooth -silver -Noganet (NGS-025),Parlantes Portables Moviles/Columnas/Monovolumen,Noganet,Si,8.41,13.96,5.55,66.0
24647,NM-MUV,Parlante 1.0 portable 5W -bluetooth 5.3 -usb/fm-luces led RGB c/efectos -bat. recargable 1200Mah. -black -Netmak (NM-MUV),Parlantes Portables Moviles/Columnas/Monovolumen,Netmak,Si,12.04,19.99,7.95,66.0
24648,NM-MUV-B,Parlante 1.0 portable 5W -bluetooth 5.3 -usb/fm-luces led RGB c/efectos -bat. recargable 1200Mah. -blue -Netmak (NM-MUV-B),Parlantes Portables Moviles/Columnas/Monovolumen,Netmak,Si,12.04,19.99,7.95,66.0
24649,NM-MUV-G,Parlante 1.0 portable 5W -bluetooth 5.3 -usb/fm-luces led RGB c/efectos -bat. recargable 1200Mah. -grey -Netmak (NM-MUV-G),Parlantes Portables Moviles/Columnas/Monovolumen,Netmak,Si,12.04,19.99,7.95,66.0
24650,NM-MUV-P,Parlante 1.0 portable 5W -bluetooth 5.3 -usb/fm-luces led RGB c/efectos -bat. recargable 1200Mah. -pink -Netmak (NM-MUV-P),Parlantes Portables Moviles/Columnas/Monovolumen,Netmak,Si,12.04,19.99,7.95,66.0
24651,NM-MUV-R,Parlante 1.0 portable 5W -bluetooth 5.3 -usb/fm-luces led RGB c/efectos -bat. recargable 1200Mah. -red -Netmak (NM-MUV-R),Parlantes Portables Moviles/Columnas/Monovolumen,Netmak,Si,12.04,19.99,7.95,66.0
23469,31730042402,"Parlante 2.0 -3w (1,5 W x2) -plug 3.5mm -blue -Genius SP-U125 (31730042402)",Parlantes PC y Sistemas de Audio,Genius,Si,10.07,16.72,6.65,66.0
24106,NM-N10,Parlante 2.0 3W x 2 -gamer -usb + 3.5mm -retroiluminacion rgb -black -Netmak (NM-N10),Parlantes PC y Sistemas de Audio,Netmak,Si,12.09,20.07,7.98,66.0
19184,NM-TRUENO-W,Parlante 2.1 5+3w -gamer -usb -retroiluminado -black/white -Netmak High Definition Trueno (NM-TRUENO-W),Parlantes PC y Sistemas de Audio,Netmak,Si,12.51,20.77,8.26,66.0
19964,31730028400,Parlantes 2.0 -3w -plug 3.5mm  -usb (alimentacion) -control de volumen -brown/wood -Genius SP-HF280 (31730028400),Parlantes PC y Sistemas de Audio,Genius,Si,10.06,16.70,6.64,66.0
19962,31730027400,Parlantes 2.0 -3w -plug 3.5mm -usb (alimentacion) -control de volumen -black/grey -Genius SP-Q160 (31730027400),Parlantes PC y Sistemas de Audio,Genius,Si,8.80,14.61,5.81,66.0
23693,31730042403,Parlantes 2.0 -3w -plug 3.5mm -usb 2.0 (alimentación) -control de volumen -grey -Genius SP-U125 (31730042403),Parlantes PC y Sistemas de Audio,Genius,Si,8.87,14.72,5.85,66.0
20133,31730029401,Parlantes 2.0 -6w -plug 3.5mm -usb (alimentacion) -control de volumen -black -Genius SP-HF180 (31730029401),Parlantes PC y Sistemas de Audio,Genius,Si,9.37,15.55,6.18,66.0
19963,31730029400,Parlantes 2.0 -6w -plug 3.5mm -usb (alimentacion) -control de volumen -brown/wood -Genius SP-HF180 (31730029400),Parlantes PC y Sistemas de Audio,Genius,Si,9.37,15.55,6.18,66.0
20803,31730026402,Parlantes 2.0 -6w -usb -black/orange -Genius SP-Q180 (31730026402),Parlantes PC y Sistemas de Audio,Genius,Si,9.53,15.82,6.29,66.0
22935,31730042400,Parlantes 2.0 portables -3w -mp3/pc -3.5mm + usb (powered) -black -Genius SP-U125 (31730042400),Parlantes PC y Sistemas de Audio,Genius,Si,8.88,14.74,5.86,66.0
21762,DTX/128GB,Pen Drive 128Gb -usb 3.2 Gen 1 -black/yellow -Kingston DataTraveler Exodia (DTX/128GB),Pen Drive,Kingston,Si,10.47,17.38,6.91,66.0
24615,COCINA04,Picadora Manual de Verduras -4 Modos -white/green -Gadnic (COCINA04),Bazar y Hogar,Gadnic,Si,10.91,18.11,7.20,66.0
24091,PRLI?AAAUSB?BVN,"Pila Recargable Litio Ion con Cargador Type?C ?AAA 1,5v 400mAh ?Con teton ?Blister x 2 ?Cable Incluido ? Vinnic (PRLI?AAAUSB?BVN)",Pilas y Cargadores de Pilas,Vinnic,Si,10.35,17.18,6.83,66.0
22675,NM-266,Pinza amperometrica -digital -1000Amp CA -black/orange -Netmak (NM-266),Herramientas,Netmak,Si,7.56,12.55,4.99,66.0
7613,TG-3468,Placa de red PCI-E 10/100/1000 -Wake-on-LAN -TP-Link (TG-3468),Conectividad Placas De Red,TP-Link,Si,8.74,14.51,5.77,66.0
23905,PRESEN01,Presentador wireless usb -c/puntero laser -multifuncional -luz roja -1 pila AAA (no incluida) -black -Gadnic Sk891 (PRESEN01),Accesorios,Gadnic,Si,10.81,17.94,7.13,66.0
19603,PROTECH E,Protector de tension inteligente -p/pequenios electrodomesticos -1 toma -10A -PROtech by TRV (PROTECH E),Ups Y Estabilizadores,Trv,Si,9.51,15.79,6.28,66.0
21615,105000008,Protector de tension inteligente -p/pequenios electrodomesticos -1 toma -10A -corte automatico -display -TRV (SMART E),Ups Y Estabilizadores,Trv,Si,12.48,20.72,8.24,66.0
23810,NM-RACKET,Raqueta mata moscas/mosquitos/insectos -electrica 3500V -malla de seguridad triple -bat. recargable -Netmak (NM-RACKET),Accesorios y Gadgets Geeks,Netmak,Si,6.70,11.12,4.42,66.0
23906,UVTRAP03,Raqueta mata moscas/mosquitos/insectos -electrica 3500V -malla de seguridad triple -bat. recargable usb -white -Gadnic (UVTRAP03),Accesorios y Gadgets Geeks,Gadnic,Si,12.68,21.05,8.37,66.0
24330,FREIAC01,Recipiente antiadherente p/freidora de aire/horno/microonda -silicona -gray -Cuk by Gadnic (FREIAC01),Bazar y Hogar,Gadnic,Si,12.78,21.21,8.43,66.0
24350,REFL100W,Reflector 108 LED blanco frío 6500k -100w -exterior/interior -IP65 -pet -black -Gadnic RL100 (REFL100W),Iluminacion,Gadnic,Si,12.63,20.97,8.34,66.0
22711,REF-54CW-B4,Reflector 54 LED blanco frío 6500k -50w -4250 lumenes -exterior -IP65 -vidrio templado -aleación de aluminio -black -Demasled (REF-54CW-B4),Iluminacion,Demasled,Si,8.37,13.89,5.52,66.0
24352,REFL050W,Reflector LED blanco frio 6500k -50w -exterior/interior -IP65 -pet -black -Gadnic RL50 (REFL050W),Iluminacion,Gadnic,Si,10.26,17.03,6.77,66.0
24351,REFL020W,Reflector LED blanco frío 6500k -20w -exterior/interior -IP65 -pet -black -Gadnic RL20 (REFL020W),Iluminacion,Gadnic,Si,7.09,11.77,4.68,66.0
24620,C800AS-120G,"SSD 120Gb Disco Estado Solido -2.5"" 7mm -sata 3.0 -3D NAND FLASH -Dahua (DHI-SSD-C800AS120G)",Disco SSD Sata 3.0,Dahua,Si,11.41,18.94,7.53,66.0
24530,DOMO-27,Sensor Pir de Movimiento -Inalambrico -WiFi 2.4GHz -2 pilas AA -control por App -white -Demasled (DOMO-27),Seguridad Alarmas,Demasled,Si,11.91,19.77,7.86,66.0
24531,DOMO-23,Sensor de Apertura Puertas y Ventanas -Inalambrico -WiFi 2.4GHz -Magnetico -2 pilas AAA -control por App -white -Demasled (DOMO-23),Seguridad Alarmas,Demasled,Si,6.95,11.54,4.59,66.0
23909,ACALAR04,Sensor pir de movimiento p/alarma -inalambrico -3 pilas AAA (no incluidas) -alcance 150 mts -white -Gadnic (ACALAR04),Seguridad Alarmas,Gadnic,Si,11.74,19.49,7.75,66.0
24566,LIMPTEC1,Set Limpia Teclado y Auricular Ganic 8 en 1,Herramientas,Gadnic,Si,7.47,12.40,4.93,66.0
18999,NG-SB01 CELESTE,Smartband Noganet Mcube MX 1003 -monitorea actividad fisica -sms -whatsapp -bluetooth -camara selfie -bat 80mAh -cyan (NG-SB01),Smartwatch y Smartband,Noganet,Si,6.97,11.57,4.60,66.0
19067,NG-SB01,Smartband Noganet Mcube MX 1003- monitorea actividad fisica -sms -whatsapp -bluetooth -camara selfie -bat 80mAh -black (NG-SB01),Smartwatch y Smartband,Noganet,Si,7.03,11.67,4.64,66.0
24434,NM-ST35,"Soporte de pared extensible TV/LED -13"" a 43"" -max 30kg -inclinacion -giro 180grad. -brazo movil -distancia a pared 5/26Cm -VESA 200x200 -c/kit de instalacion -black -Netmak (NM-ST35)",Soportes TV/LCD/LED/Proyector,Netmak,Si,9.49,15.75,6.26,66.0
24433,NM-ST34,"Soporte de pared extensible TV/LED -14"" a 43"" -max 20kg -inclinacion +0-15grad. -giro 180grad. -doble brazo movil -distancia a pared 3/39Cm -VESA 200x200 -c/kit de instalacion -black -Netmak (NM-ST34)",Soportes TV/LCD/LED/Proyector,Netmak,Si,12.64,20.98,8.34,66.0
